row_id,ps1_mean,ps1_std,ps1_min,ps1_max,ps1_median,ps1_q25,ps1_q75,ps1_rms,ps1_energy,ps1_skew,ps1_kurt,ps2_mean,ps2_std,ps2_min,ps2_max,ps2_median,ps2_q25,ps2_q75,ps2_rms,ps2_energy,ps2_skew,ps2_kurt,ps3_mean,ps3_std,ps3_min,ps3_max,ps3_median,ps3_q25,ps3_q75,ps3_rms,ps3_energy,ps3_skew,ps3_kurt,ps4_mean,ps4_std,ps4_min,ps4_max,ps4_median,ps4_q25,ps4_q75,ps4_rms,ps4_energy,ps4_skew,ps4_kurt,ps5_mean,ps5_std,ps5_min,ps5_max,ps5_median,ps5_q25,ps5_q75,ps5_rms,ps5_energy,ps5_skew,ps5_kurt,ps6_mean,ps6_std,ps6_min,ps6_max,ps6_median,ps6_q25,ps6_q75,ps6_rms,ps6_energy,ps6_skew,ps6_kurt,ts1_mean,ts1_std,ts1_min,ts1_max,ts1_median,ts1_q25,ts1_q75,ts1_rms,ts1_energy,ts1_skew,ts1_kurt,ts2_mean,ts2_std,ts2_min,ts2_max,ts2_median,ts2_q25,ts2_q75,ts2_rms,ts2_energy,ts2_skew,ts2_kurt,ts3_mean,ts3_std,ts3_min,ts3_max,ts3_median,ts3_q25,ts3_q75,ts3_rms,ts3_energy,ts3_skew,ts3_kurt,ts4_mean,ts4_std,ts4_min,ts4_max,ts4_median,ts4_q25,ts4_q75,ts4_rms,ts4_energy,ts4_skew,ts4_kurt,fs1_mean,fs1_std,fs1_min,fs1_max,fs1_median,fs1_q25,fs1_q75,fs1_rms,fs1_energy,fs1_skew,fs1_kurt,fs2_mean,fs2_std,fs2_min,fs2_max,fs2_median,fs2_q25,fs2_q75,fs2_rms,fs2_energy,fs2_skew,fs2_kurt,vs1_mean,vs1_std,vs1_min,vs1_max,vs1_median,vs1_q25,vs1_q75,vs1_rms,vs1_energy,vs1_skew,vs1_kurt,ce_mean,ce_std,ce_min,ce_max,ce_median,ce_q25,ce_q75,ce_rms,ce_energy,ce_skew,ce_kurt,cp_mean,cp_std,cp_min,cp_max,cp_median,cp_q25,cp_q75,cp_rms,cp_energy,cp_skew,cp_kurt,eps1_mean,eps1_std,eps1_min,eps1_max,eps1_median,eps1_q25,eps1_q75,eps1_rms,eps1_energy,eps1_skew,eps1_kurt,se_mean,se_std,se_min,se_max,se_median,se_q25,se_q75,se_rms,se_energy,se_skew,se_kurt,is_fault
582,173.2392,21.161963,141.04,190.36,188.73,146.07,188.88,174.5262,182756350.0,-0.63309973,-1.5454247,123.30306,56.94172,0.0,166.16,133.45001,115.91,165.38,135.81467,110673750.0,-1.3807093,0.55734694,1.1141717,0.99222773,0.0,11.109,0.781,0.617,1.945,1.4918882,13354.381,2.9786394,19.404188,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1e-06,0.0,0.0,0.0,8.413528,0.021062067,8.356,8.464,8.413,8.394,8.432,8.413531,424725.06,0.041128285,-1.1980094,8.366825,0.021160785,8.318,8.415,8.366,8.348,8.385,8.366872,420027.28,0.028254677,-1.1599271,57.039345,0.2055594,56.598,57.289,57.102,56.93825,57.189,57.039696,195211.62,-0.9823317,-0.111922786,61.260674,0.16770329,61.008,61.672,61.248,61.116,61.39075,61.26089,225173.8,0.5734861,-0.24883512,58.603436,0.0508614,58.508,58.695,58.6055,58.598,58.638,58.603443,206061.83,-0.34795222,-0.32108587,52.510246,0.014455465,52.477,52.543,52.512,52.503002,52.51775,52.51025,165439.58,-0.31059077,-0.037989628,3.434698,3.7171571,0.0,20.479,1.191,1.143,7.7582498,5.0587926,15354.831,1.1250198,0.92527837,8.938234,0.022944527,8.871,9.007,8.94,8.922,8.953,8.938265,47935.55,-0.03584271,0.011657382,0.7439,0.110153474,0.59,1.172,0.7435,0.66175,0.77675,0.75187683,33.919125,1.6531602,4.0764766,18.861685,0.13391368,18.581,19.073,18.898998,18.828499,18.93975,18.862152,21346.846,-0.863035,-0.18866129,1.4673331,0.01311573,1.438,1.49,1.469,1.4625001,1.476,1.467391,129.19418,-0.54925686,-0.25934064,2601.724,283.774,2167.2,2825.0,2812.8,2236.2,2815.0,2617.2034,41098523000.0,-0.63335484,-1.5464989,32.181263,31.13697,0.0,98.308,11.6905,11.225,69.333,44.598053,119339.17,0.62303436,-1.3590126,1
583,173.25198,21.14976,140.99,190.23,188.72,145.98,188.86,174.53716,182779310.0,-0.63702786,-1.5421133,123.33345,56.920937,0.0,166.01,134.12,115.94,165.38,135.83339,110704264.0,-1.3808846,0.5579589,1.1181682,0.9878388,0.0,10.664,0.781,0.633,1.953,1.4919695,13355.837,2.8700335,18.249632,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1e-06,0.0,0.0,0.0,8.415275,0.021739557,8.363,8.474,8.415,8.396,8.434,8.415271,424900.72,0.04708602,-1.1272187,8.369827,0.021674052,8.318,8.425,8.369,8.351,8.388,8.36986,420327.34,0.02965054,-1.0824094,57.107048,0.21548402,56.602,57.367,57.195,57.07325,57.256,57.10745,195675.64,-1.2689844,0.36359164,61.049603,0.15292437,60.801,61.398,61.052498,60.932,61.168,61.049797,223624.66,0.20595002,-0.721222,58.58144,0.069646716,58.434,58.691,58.609,58.52525,58.625,58.581497,205907.52,-0.782256,-0.36903706,52.49664,0.010028977,52.469,52.516,52.5,52.496,52.504,52.49663,165353.78,-1.1874967,1.2388928,3.4323885,3.7387688,0.0,20.479,1.176,1.126,7.7644997,5.073105,15441.837,1.1392674,1.000737,8.940796,0.023877613,8.86,9.009,8.941,8.924,8.958,8.9408245,47963.004,-0.07930692,0.06346004,0.7943833,0.18596706,0.618,1.321,0.7535,0.67525,0.7755,0.8155073,39.90313,1.7947407,2.2329643,18.81,0.18165228,18.345,19.142,18.848,18.65575,18.9375,18.810862,21230.912,-0.59945446,-0.47610837,1.4665835,0.018521901,1.416,1.5,1.4725001,1.453,1.479,1.4666982,129.07222,-0.79182035,0.12795608,2601.8738,283.82614,2169.8,2823.0,2812.2,2236.0,2815.0,2617.3948,41104530000.0,-0.63738143,-1.5417624,32.156147,31.357903,0.0,99.751,11.548,11.061,69.385254,44.731953,120056.85,0.6350976,-1.3270376,1
584,156.14583,15.240777,141.05,190.17,150.9,146.03,160.66,156.88843,147683860.0,1.3965392,0.68031186,105.345406,45.572006,0.0,165.48,125.009995,115.94,125.68,114.77919,79045576.0,-1.825033,1.4656545,1.694159,0.853128,0.0,11.0,1.945,1.867,2.008,1.8968076,21587.271,0.7285591,14.976804,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1e-06,0.0,0.0,0.0,8.414063,0.021503517,8.366,8.467,8.413,8.395,8.433,8.41407,424779.44,0.046261657,-1.1543217,8.369098,0.02146285,8.32,8.42,8.369,8.351,8.388,8.369132,420254.2,0.030303765,-1.1132689,57.268013,0.28702998,56.598,57.609,57.371,57.11025,57.486,57.268726,196782.42,-1.0500666,-0.053748928,61.32108,0.22926024,60.906,61.602,61.375,61.152,61.531998,61.321495,225619.56,-0.4130364,-1.2353642,58.532993,0.07469596,58.426,58.687,58.52,58.449,58.602,58.53302,205566.88,0.14648479,-1.0878408,52.493523,0.013949719,52.461,52.516,52.496,52.484,52.504,52.49352,165334.16,-0.22412744,-0.7744642,6.5893455,3.028265,0.0,20.479,7.686,7.604,7.756,7.250835,31544.764,-1.1367319,2.2965744,8.942587,0.02329287,8.871,9.014,8.942,8.927,8.956,8.9426155,47982.227,0.030228658,0.05489855,0.71056676,0.21721056,0.572,1.31,0.617,0.59625,0.65625,0.74249524,33.07795,1.8988156,2.0450418,18.718302,0.22160953,18.306,19.069,18.728,18.51075,18.9165,18.719587,21025.379,-0.30275127,-1.1640735,1.4554666,0.020457037,1.423,1.498,1.4545,1.43375,1.47425,1.455608,127.12768,-0.08004055,-1.251373,2369.1667,201.19774,2165.8,2818.2,2300.2,2235.0,2431.6,2377.695,33920604000.0,1.3806733,0.6497084,60.263767,24.202528,0.0,81.513,69.6765,68.956,70.137,64.86696,252463.36,-2.0837522,2.6613226,0
585,156.15784,15.2442,141.02,190.35,150.93,146.08,160.69,156.90028,147706190.0,1.3974546,0.68843716,105.34676,45.565613,0.0,165.93,125.1,115.93,125.69,114.77753,79043290.0,-1.8256205,1.4666921,1.7016418,0.8641673,0.0,11.219,1.953,1.883,2.008,1.9084808,21853.793,0.9114684,16.708746,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1e-06,0.0,0.0,0.0,8.409025,0.021321492,8.358,8.458,8.408,8.39,8.428,8.409003,424268.0,0.05141285,-1.2018261,8.364363,0.021411302,8.312,8.417,8.363,8.346,8.383,8.364389,419778.03,0.024498906,-1.140264,57.146034,0.23847629,56.594,57.371,57.266,57.02,57.324,57.146526,195943.53,-1.0831106,-0.049584765,61.45421,0.17051171,61.156,61.672,61.455,61.31025,61.613,61.45443,226598.81,-0.4069933,-1.1928064,58.667953,0.061183847,58.598,58.867,58.648,58.621,58.692,58.667984,206515.92,1.1782633,0.7796305,52.489933,0.015361186,52.449,52.535,52.488,52.484,52.5,52.48995,165311.69,0.09351672,0.7173857,6.575399,3.00259,0.0,19.573,7.679,7.5855,7.749,7.2274747,31341.836,-1.247639,1.9313618,8.93242,0.022517445,8.864,9.004,8.932,8.917,8.947,8.932453,47873.234,-0.0047576157,0.0061580148,0.6649169,0.14207795,0.56,1.107,0.613,0.5885,0.62925,0.6796792,27.717833,2.1210885,3.3465245,19.080482,0.17911851,18.696,19.577,19.0635,18.94725,19.173,19.08131,21845.785,0.388192,0.1171173,1.4860834,0.017473744,1.458,1.546,1.484,1.4727501,1.4942499,1.4861844,132.52463,1.026508,1.1723415,2369.2087,201.43823,2166.0,2821.8,2300.4,2234.4,2432.0,2377.7542,33922286000.0,1.3809378,0.6562488,60.06461,24.140919,0.0,81.418,69.630005,68.959,70.177,64.65933,250849.73,-2.0772133,2.6453185,0
586,156.1704,15.267013,141.05,190.31,150.94,146.03,160.7,156.91542,147734700.0,1.3954868,0.6843228,105.34649,45.571075,0.0,166.1,125.14,115.91,125.69,114.77957,79046100.0,-1.8251941,1.4654626,1.694414,0.8615487,0.0,11.172,1.945,1.867,2.008,1.9008342,21679.023,0.9091839,16.483803,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1e-06,0.0,0.0,0.0,8.409033,0.021252867,8.36,8.463,8.408,8.39,8.428,8.409011,424268.72,0.056110352,-1.1954778,8.365245,0.021227695,8.316,8.415,8.365,8.347,8.384,8.365283,419867.8,0.042441938,-1.1184143,57.11284,0.24830149,56.602,57.383,57.254,56.9285,57.289,57.113354,195716.12,-0.9754051,-0.43129292,61.488148,0.16446279,61.152,61.684,61.508003,61.371002,61.645752,61.488365,226849.14,-0.55775374,-0.9223474,58.56902,0.0795341,58.445,58.676,58.576,58.516,58.64275,58.569065,205820.11,-0.27517048,-1.5170794,52.493786,0.0161435,52.461,52.543,52.488,52.484,52.5,52.49378,165335.81,1.0175979,1.8780049,6.5676336,2.9984994,0.0,19.556,7.671,7.575,7.745,7.218716,31265.916,-1.2583326,1.9001704,8.933382,0.024053128,8.867,9.007,8.935,8.916,8.951,8.933411,47883.496,-0.093768805,-0.31619298,0.65819997,0.1165777,0.577,1.012,0.60950005,0.6,0.632,0.6682747,26.795464,1.9868938,2.6106524,18.832432,0.21953362,18.357,19.16,18.8735,18.68675,19.02775,18.83369,21282.475,-0.43025386,-1.0799474,1.4629833,0.02138072,1.417,1.505,1.464,1.451,1.47925,1.4631369,128.44617,-0.31865856,-0.85843956,2366.7588,200.854,2166.0,2817.6,2297.8,2232.2,2428.8,2375.2268,33850214000.0,1.38301,0.656417,60.04999,24.138178,0.0,81.36,69.519,69.213,70.324,64.64472,250736.42,-2.0763016,2.6423085,0
587,173.27884,21.195953,140.99,190.37,188.8,146.0,188.93,174.5698,182847680.0,-0.6340157,-1.544689,123.321335,56.91704,0.0,166.18,133.83499,115.94,165.38,135.8209,110683910.0,-1.3812311,0.55878067,1.1127193,0.98759377,0.0,10.789,0.805,0.602,1.953,1.4877259,13279.969,2.8450878,17.987276,0.016498167,0.13338378,0.0,3.695,0.0,0.0,0.0,0.13438866,108.36187,12.794814,227.45964,8.410443,0.021493565,8.363,8.464,8.41,8.392,8.429,8.410413,424410.22,0.06472336,-1.1593288,8.366154,0.021617131,8.316,8.424,8.366,8.347,8.384,8.366204,419960.22,0.051271297,-1.0781596,57.015553,0.21055733,56.52,57.301,57.092003,56.863,57.195,57.01593,195048.98,-0.9261963,-0.20659317,61.170433,0.17212896,60.926,61.613,61.168,61.019,61.253,61.170673,224511.08,0.53103447,-0.12004199,58.570137,0.07106046,58.437,58.715,58.5705,58.52,58.621998,58.570175,205827.94,-0.10234165,-1.01891,52.48632,0.015162915,52.445,52.504,52.488,52.48225,52.496,52.486313,165288.8,-1.1418613,0.52049786,3.4359396,3.726026,0.0,20.479,1.188,1.143,7.7565002,5.066144,15399.488,1.1388881,1.0053278,8.93532,0.023608394,8.851,9.016,8.936,8.919,8.951,8.935344,47904.223,-0.083977535,0.23006861,0.78644997,0.1064763,0.586,1.041,0.7715,0.7295,0.87275004,0.793506,37.77911,0.03805174,-0.390888,18.82058,0.19276303,18.426,19.18,18.8665,18.69375,18.964,18.821552,21255.05,-0.5763635,-0.33083162,1.46505,0.01831404,1.428,1.502,1.467,1.455,1.47725,1.4651625,128.80206,-0.3627266,-0.5314446,2598.912,282.8205,2166.0,2819.0,2808.4,2235.4,2811.2,2614.2053,41004420000.0,-0.6348765,-1.5448582,32.269337,31.26577,0.0,98.986,11.679501,11.221,69.154,44.750034,120153.94,0.6260733,-1.3494389,1
588,156.19589,15.263114,141.05,190.3,150.95,146.06,160.75,156.94,147780980.0,1.3928256,0.67424804,105.34765,45.610184,0.0,166.34,125.21,115.94,125.7,114.79615,79068936.0,-1.8243359,1.4628003,1.6892445,0.8544316,0.0,10.805,1.945,1.867,2.0,1.8930113,21500.951,0.815968,15.568603,0.58459014,1.7730473,0.0,8.663,0.0,0.0,0.0,1.8667827,20909.266,3.3729646,10.90385,8.414043,0.0215023,8.368,8.465,8.413,8.395,8.434,8.4140625,424778.72,0.0349504,-1.2047147,8.370688,0.021252044,8.319,8.42,8.37,8.352,8.389,8.370743,420416.03,0.014605843,-1.1641631,57.18947,0.24233378,56.598,57.504,57.273,57.09,57.368,57.189972,196241.58,-1.0992424,0.24309218,61.37243,0.21862286,60.934,61.66,61.3985,61.171,61.579998,61.37281,225997.33,-0.37524214,-1.184221,58.538826,0.08025292,58.437,58.668,58.539,58.461,58.625,58.5389,205608.16,0.25107455,-1.5415397,52.377907,0.054489322,52.301,52.496,52.3555,52.328,52.418,52.377945,164606.94,0.4781325,-1.0849583,6.5798774,3.0169942,0.0,19.778,7.678,7.584,7.75325,7.2375307,31429.111,-1.18108,2.1267679,8.944002,0.022796925,8.869,9.021,8.944,8.929,8.96,8.944033,47997.426,-0.08990557,0.10746695,0.7275334,0.23473153,0.568,1.312,0.617,0.598,0.68625,0.7638621,35.009117,1.6405071,1.1206785,18.996351,0.14562096,18.629,19.324,18.956501,18.9115,19.124,18.9969,21652.932,-0.08623066,0.23654565,1.4845334,0.014954697,1.451,1.512,1.4805,1.474,1.499,1.4846073,132.24355,-0.054540157,-0.6927503,2368.9868,200.45183,2170.0,2821.0,2299.8,2234.2,2430.0,2377.4143,33912594000.0,1.387539,0.6595039,60.177048,24.169508,0.0,81.387,69.66,68.978,70.212,64.77428,251742.42,-2.0828886,2.6599522,0
589,156.15443,15.220305,141.09,190.34,150.98,146.09,160.77,156.8944,147695100.0,1.4008977,0.7077358,105.49555,45.475,0.0,166.12,125.23,115.94,125.71,114.8787,79182696.0,-1.8359284,1.5064385,1.6782584,0.8541218,0.0,11.273,1.922,1.859,1.977,1.8830572,21275.428,1.0237405,17.565474,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1e-06,0.0,0.0,0.0,8.414723,0.021693895,8.365,8.469,8.415,8.396,8.434,8.414747,424847.88,0.039009202,-1.1505262,8.372474,0.021629142,8.321,8.422,8.372,8.354,8.391,8.372537,420596.25,0.019385915,-1.1114264,57.051434,0.22279648,56.527,57.301,57.117,56.927498,57.22175,57.05186,195294.9,-0.8966433,-0.35865596,61.462753,0.15798081,61.156,61.68,61.4665,61.342003,61.596,61.462948,226661.64,-0.4340271,-0.9877625,58.53361,0.08996657,58.379,58.687,58.5215,58.461,58.625,58.533676,205571.48,0.30684015,-1.3948989,52.402935,0.03701655,52.297,52.5,52.41,52.402,52.412,52.40294,164764.08,-1.108097,4.13395,6.561167,2.9840145,0.0,20.479,7.671,7.58175,7.743,7.206829,31163.031,-1.2587807,2.0738275,8.944378,0.024072224,8.885,9.006,8.944,8.929,8.961,8.944419,48001.574,0.0031301773,-0.33407652,0.6478666,0.11846538,0.563,1.082,0.6,0.585,0.62724996,0.658431,26.01188,2.1675768,3.898442,18.89387,0.28463343,18.241,19.286,18.872,18.6645,19.164001,18.895977,21423.477,-0.2551601,-1.0894775,1.4765666,0.025692692,1.411,1.515,1.4775,1.456,1.5,1.4767864,130.85388,-0.26822498,-0.98510385,2370.4443,199.80623,2168.0,2819.6,2303.0,2237.6,2434.0,2378.83,33952991000.0,1.3780134,0.6619921,59.919823,24.082682,0.0,80.966,69.45,68.96125,70.104,64.503456,249641.73,-2.0774984,2.6448488,0
590,156.16003,15.227017,140.91,190.33,150.98,146.09,160.77,156.9007,147706960.0,1.4014379,0.7091765,105.524284,45.447746,0.0,165.88,125.265,115.96,125.73,114.89414,79203980.0,-1.8363193,1.5093853,1.6943779,0.8524359,0.0,10.672,1.945,1.867,2.0,1.8966908,21584.617,0.7673078,14.927707,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1e-06,0.0,0.0,0.0,8.415902,0.021618823,8.36,8.472,8.415,8.396,8.435,8.41595,424969.3,0.029671887,-1.1825656,8.373185,0.021538297,8.322,8.425,8.373,8.354,8.392,8.373251,420667.97,0.021925641,-1.1159624,56.990402,0.22724238,56.441,57.277,57.098,56.85325,57.129,56.990845,194877.39,-0.8724702,-0.42381302,61.451824,0.14376578,61.168,61.668,61.4585,61.35025,61.569,61.451996,226580.88,-0.4225997,-0.81755704,58.482727,0.06928356,58.371,58.637,58.461,58.449,58.539,58.48277,205214.06,0.74037695,-0.185625,52.39885,0.025446126,52.316,52.43,52.406,52.395,52.418,52.398853,164738.39,-1.9010524,3.6801126,6.5663548,2.9794307,0.0,20.479,7.663,7.578,7.739,7.2096605,31187.521,-1.258415,2.1119576,8.947953,0.023883246,8.864,9.018,8.949,8.931,8.964,8.947986,48039.87,-0.13201605,0.14000468,0.6542332,0.13561341,0.556,1.069,0.601,0.5835,0.62675,0.66791147,26.766344,2.0317483,2.9141073,18.777966,0.21098319,18.467,19.382,18.7,18.668,18.918,18.779135,21159.355,0.97571135,0.57737166,1.4652667,0.02083501,1.435,1.521,1.459,1.4525,1.4775,1.4654123,128.84598,0.9847788,0.3143484,2369.92,201.23235,2170.0,2825.6,2301.4,2235.6,2431.8,2378.429,33941543000.0,1.3971272,0.69666725,60.06981,24.14166,0.0,81.731,69.4325,68.9395,70.092,64.66444,250889.38,-2.0776343,2.6472242,0
591,180.86821,17.514957,141.02,190.31,188.85,188.73,188.96,181.71251,198116620.0,-1.7284397,1.064068,131.52457,58.959095,0.0,165.96,165.3,115.94,165.46,144.13333,124646504.0,-1.5855508,0.88208085,0.84768224,0.7805189,0.0,10.57,0.719,0.555,0.875,1.1522483,7966.056,3.9392858,31.800285,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1e-06,0.0,0.0,0.0,8.414089,0.021567184,8.366,8.467,8.413,8.394,8.434,8.41409,424781.44,0.0497829,-1.2189196,8.371672,0.02141523,8.319,8.423,8.372,8.353,8.39,8.371724,420514.62,0.028784264,-1.1354855,56.918037,0.21637078,56.449,57.129,56.957,56.79325,57.107,56.918438,194382.52,-0.87585926,-0.5086835,61.078083,0.18765494,60.805,61.52,61.0995,60.925,61.17475,61.078365,223834.0,0.5059208,-0.44714388,58.45269,0.039183207,58.359,58.543,58.449,58.445,58.465,58.45271,205003.14,-0.1144931,1.1747109,52.351612,0.03828762,52.301,52.43,52.332,52.327,52.391,52.35163,164441.6,0.7794273,-0.90992826,2.1235576,2.845104,0.0,20.387,1.162,1.113,1.178,3.5483303,7554.3887,2.2696948,5.5711584,8.945176,0.023000563,8.882,9.016,8.944,8.928,8.962,8.94521,48010.07,0.114277236,-0.07113801,0.7630333,0.10821918,0.581,1.087,0.759,0.7345,0.773,0.7705426,35.624157,1.3422459,2.681492,18.855469,0.19290872,18.447,19.286,18.91,18.7085,18.96925,18.856436,21333.91,-0.49587494,-0.37941885,1.4704334,0.01724044,1.432,1.509,1.474,1.45975,1.4812499,1.4705328,129.74799,-0.44900298,0.0833123,2698.2427,235.85686,2168.0,2817.6,2809.6,2807.8,2811.4,2708.438,44013818000.0,-1.6917255,0.935311,20.251404,23.209272,0.0,69.923,11.436,10.928,11.56525,30.65635,56388.703,1.5705485,0.7341803,1
592,156.60173,15.557922,141.28,190.42,151.1,146.21,160.82,157.37216,148595980.0,1.3582435,0.5086155,105.543846,45.612595,0.0,165.69,125.265,116.18,125.88,114.97652,79317590.0,-1.8324655,1.4919534,1.7437097,0.86658144,0.0,10.336,2.0,1.898,2.078,1.9471505,22748.37,0.5031518,12.910999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1e-06,0.0,0.0,0.0,8.411154,0.021523861,8.363,8.462,8.41,8.392,8.431,8.411141,424483.75,0.060128085,-1.2041875,8.36773,0.021327205,8.318,8.415,8.368,8.349,8.387,8.367766,420117.03,0.02533622,-1.1529315,57.0465,0.2952887,56.359,57.387,57.119,56.888,57.281,57.04724,195263.27,-1.0049219,-0.26061136,61.12742,0.29476377,60.586,61.426,61.215,60.834,61.404,61.128098,224198.66,-0.56120515,-1.2238543,58.5506,0.0719634,58.437,58.687,58.539,58.519,58.614998,58.550636,205690.62,0.121752016,-1.012018,52.392624,0.055164613,52.277,52.484,52.402,52.388,52.406,52.392647,164699.36,-0.37297437,-0.17244951,6.5718074,2.9753075,0.0,19.701,7.693,7.58,7.781,7.212926,31215.781,-1.3549716,1.8453723,8.938912,0.02372268,8.862,9.018,8.939,8.924,8.955,8.938944,47942.832,-0.049582984,0.05461284,0.74068344,0.27401885,0.572,1.515,0.6225,0.58975,0.65325,0.7889529,37.346798,1.9062179,2.19195,19.037266,0.25025812,18.514,19.427,19.083,18.802,19.2515,19.038883,21748.746,-0.44447005,-0.9095432,1.4847668,0.022824584,1.432,1.521,1.4885,1.46675,1.5042499,1.484939,132.30263,-0.46437317,-0.8187962,2375.9224,206.63266,2171.8,2819.8,2301.6,2234.8,2431.0,2384.8645,34125472000.0,1.3177618,0.3853938,59.14677,24.930178,0.0,80.853,69.725,66.8845,70.514,64.10535,246569.73,-1.9003268,1.9043705,0
593,156.23126,15.158688,141.23,190.33,151.11,146.13,160.69,156.96509,147828240.0,1.410568,0.7261141,105.57551,45.470387,0.0,165.92,125.28,116.26,125.86,114.95001,79281030.0,-1.8381766,1.5116858,1.7327251,0.8697706,0.0,10.805,1.992,1.891,2.062,1.938756,22552.65,0.668927,13.994289,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1e-06,0.0,0.0,0.0,8.410116,0.021588411,8.358,8.462,8.41,8.391,8.429,8.41012,424380.72,0.053638496,-1.1624007,8.367798,0.021163495,8.316,8.422,8.368,8.349,8.387,8.367856,420126.1,0.027176863,-1.1239779,56.968197,0.2752666,56.402,57.289,57.0975,56.785,57.197998,56.968853,194727.02,-0.7974265,-0.67065567,61.28696,0.16118948,60.965,61.492,61.332,61.15025,61.422,61.287163,225366.97,-0.479882,-1.1770759,58.52799,0.09283255,58.359,58.648,58.5235,58.449,58.621998,58.52807,205532.1,-0.12206187,-1.6247892,52.46368,0.03483077,52.371,52.5,52.477,52.469,52.484,52.463688,165146.33,-1.8039709,1.9012525,6.567771,2.9915018,0.0,20.389,7.6724997,7.581,7.768,7.2159414,31241.887,-1.268911,2.0306005,8.937177,0.023916705,8.868,9.009,8.936,8.92,8.955,8.937208,47924.21,-0.024542794,-0.21403004,0.66690004,0.14742923,0.562,1.244,0.6135,0.592,0.634,0.6827362,27.967726,2.494248,6.02664,18.75898,0.28257224,18.318,19.302,18.7285,18.521,18.97425,18.761076,21118.68,0.2588333,-1.2388108,1.4613832,0.026194252,1.422,1.514,1.4605,1.43775,1.48225,1.4616144,128.17899,0.25395498,-1.2288086,2366.5107,199.72665,2168.0,2817.4,2298.7002,2232.6,2426.0,2374.8691,33840022000.0,1.4054017,0.7136349,60.14472,24.183159,0.0,81.57,69.652,69.172,70.413,64.74926,251547.97,-2.0734975,2.6365979,0
594,173.21928,21.221436,141.06,190.26,188.81,146.03,188.95,174.51428,182731410.0,-0.62744606,-1.5531331,123.445946,56.76043,0.0,166.04,133.14,115.93,165.38,135.86858,110761630.0,-1.3871754,0.58439803,1.1561546,0.9972223,0.0,10.781,0.828,0.664,2.0,1.5267608,13985.99,2.7771208,17.45017,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1e-06,0.0,0.0,0.0,8.409744,0.021325147,8.361,8.457,8.41,8.391,8.429,8.40973,424341.34,0.043305334,-1.240749,8.367833,0.02085372,8.321,8.42,8.368,8.349,8.387,8.367876,420128.06,0.02921802,-1.173929,56.89582,0.19745949,56.43,57.129,56.953,56.85325,57.048,56.89615,194230.31,-0.90704066,-0.039474327,61.050114,0.16086729,60.801,61.426,61.0785,60.920002,61.164,61.050323,223628.53,0.38642383,-0.4168065,58.524555,0.056063596,58.437,58.637,58.529,58.50225,58.54,58.52457,205507.53,0.1960341,-0.3704034,52.41769,0.04198311,52.367,52.496,52.402,52.391,52.473,52.417683,164856.8,0.7851901,-1.04031,3.405773,3.6934705,0.0,20.479,1.159,1.117,7.758,5.0217814,15130.974,1.1021883,0.8613655,8.937234,0.023966407,8.871,9.009,8.936,8.921,8.954,8.937259,47924.758,0.03859304,-0.2765627,0.7307166,0.08836042,0.582,0.937,0.748,0.64975,0.781,0.7359513,32.49746,0.14711404,-0.30695352,18.878265,0.2325309,18.454,19.215,18.963501,18.705,19.0325,18.879671,21386.52,-0.49535576,-0.9624521,1.4689165,0.020599728,1.432,1.503,1.475,1.45175,1.482,1.4690589,129.48804,-0.24130414,-0.9375374,2595.0146,283.1334,2164.0,2819.0,2805.8,2231.0,2807.8,2610.3792,40884474000.0,-0.62729937,-1.5546954,31.97087,31.105577,0.0,97.614,11.431,10.99,69.392,44.42485,118414.05,0.6240514,-1.3680103,1
